locus_tag	uniprot_id	string_protein_id
PV_ATCC8482_00522	A6KXP2	435590.BVU_0496
PV_ATCC8482_00523	A6KXP3	435590.BVU_0497
PV_ATCC8482_00524	A6KXP4	435590.BVU_0498
PV_ATCC8482_00525	A6KXP5	435590.BVU_0499
PV_ATCC8482_00526	A6KXP6	435590.BVU_0500
PV_ATCC8482_00527	A6KXP7	435590.BVU_0501
PV_ATCC8482_00528	A6KXP8	435590.BVU_0502
PV_ATCC8482_00529	A6KXP9	435590.BVU_0503
PV_ATCC8482_00530	A6KXQ0	435590.BVU_0504
PV_ATCC8482_00531	A6KXQ1	435590.BVU_0505
PV_ATCC8482_00532	A6KXQ2	435590.BVU_0506
PV_ATCC8482_00533	A6KXQ3	435590.BVU_0507
PV_ATCC8482_00534	A6KXQ4	435590.BVU_0508
PV_ATCC8482_00535	A6KXQ5	435590.BVU_0509
PV_ATCC8482_00536	A6KXQ6	435590.BVU_0510
PV_ATCC8482_00537	A6KXQ7	435590.BVU_0511
PV_ATCC8482_00538	A6KXQ8	435590.BVU_0512
PV_ATCC8482_00539	A6KXQ9	435590.BVU_0513
PV_ATCC8482_00540	A6KXR0	435590.BVU_0514
PV_ATCC8482_00541	A6KXR1	435590.BVU_0515
PV_ATCC8482_00543	A6KXR2	435590.BVU_0516
PV_ATCC8482_00544	A6KXR3	435590.BVU_0517
PV_ATCC8482_00545	A6KXR4	435590.BVU_0518
PV_ATCC8482_00546	A6KXR5	435590.BVU_0519
PV_ATCC8482_00547	A6KXR6	435590.BVU_0520
PV_ATCC8482_00548	A6KXR7	435590.BVU_0521
PV_ATCC8482_00549	A6KXR8	435590.BVU_0522
PV_ATCC8482_00550	A6KXR9	435590.BVU_0523
PV_ATCC8482_00551	A6KXS0	435590.BVU_0524
PV_ATCC8482_00552	A6KXS1	435590.BVU_0525
PV_ATCC8482_00553	A6KXS2	435590.BVU_0526
PV_ATCC8482_00554	A6KXS3	435590.BVU_0527
PV_ATCC8482_00555	A6KXS4	435590.BVU_0528
PV_ATCC8482_00556	A6KXS5	435590.BVU_0529
PV_ATCC8482_00557	A6KXS6	435590.BVU_0530
PV_ATCC8482_00558	A6KXS7	435590.BVU_0531
PV_ATCC8482_00559	A6KXS8	435590.BVU_0532
PV_ATCC8482_00560	A6KXS9	435590.BVU_0533
PV_ATCC8482_00561	A6KXT0	435590.BVU_0534
PV_ATCC8482_00562	A6KXT1	435590.BVU_0535
PV_ATCC8482_00563	A6KXT2	435590.BVU_0536
PV_ATCC8482_00564	A6KXT3	435590.BVU_0537
PV_ATCC8482_00565	A6KXT4	435590.BVU_0538
PV_ATCC8482_00566	A6KXT5	435590.BVU_0539
PV_ATCC8482_00567	A6KXT6	435590.BVU_0540
PV_ATCC8482_00569	A6KXT7	435590.BVU_0541
PV_ATCC8482_00570	A6KXT8	435590.BVU_0542
PV_ATCC8482_00571	A6KXT9	435590.BVU_0543
PV_ATCC8482_00572	A6KXU0	435590.BVU_0544
PV_ATCC8482_00573	A6KXU1	435590.BVU_0545
PV_ATCC8482_00574	A6KXU2	435590.BVU_0546
PV_ATCC8482_00575	A6KXU3	435590.BVU_0547
PV_ATCC8482_00576	A6KXU4	435590.BVU_0548
PV_ATCC8482_00577	A6KXU5	435590.BVU_0549
PV_ATCC8482_00578	A6KXU6	435590.BVU_0550
PV_ATCC8482_00579	A6KXU7	435590.BVU_0551
PV_ATCC8482_00580	A6KXU8	435590.BVU_0552
PV_ATCC8482_00581	A6KXU9	435590.BVU_0553
PV_ATCC8482_00582	A6KXV0	435590.BVU_0554
PV_ATCC8482_00583	A6KXV1	435590.BVU_0555
PV_ATCC8482_00584	A6KXV2	435590.BVU_0556
PV_ATCC8482_00585		435590.BVU_4052
PV_ATCC8482_00586	A6KXV3	435590.BVU_0559
PV_ATCC8482_00587	A6KXV4	435590.BVU_0560
PV_ATCC8482_00588	A6KXV5	435590.BVU_0561
PV_ATCC8482_00589	A6KXW1	435590.BVU_0567
PV_ATCC8482_00591	A6KXW0	435590.BVU_0566
PV_ATCC8482_00592	A6KXV9	435590.BVU_0565
PV_ATCC8482_00594	A6KXV7	435590.BVU_0563
PV_ATCC8482_00595	A6KXV6	435590.BVU_0562
PV_ATCC8482_00596	A6KXW2	435590.BVU_0568
PV_ATCC8482_00597	A6KXW3	435590.BVU_0569
PV_ATCC8482_00598	A6KXW4	435590.BVU_0570
PV_ATCC8482_00599	A6KXW5	435590.BVU_0571
PV_ATCC8482_00600	A6KXW6	435590.BVU_0572
PV_ATCC8482_00601	A6KXW7	435590.BVU_0573
PV_ATCC8482_00602	A6KXW8	435590.BVU_0574
PV_ATCC8482_00603	A6KXW9	435590.BVU_0575
PV_ATCC8482_00604	A6KXX0	435590.BVU_0576
PV_ATCC8482_00605	A6KXX1	435590.BVU_0577
PV_ATCC8482_00606	A6KXX2	435590.BVU_0578
PV_ATCC8482_00607	A6KXX3	435590.BVU_0579
PV_ATCC8482_00608	A6KXX4	435590.BVU_0580
PV_ATCC8482_00609	A6KXX5	435590.BVU_0581
PV_ATCC8482_00610	A6KXX6	435590.BVU_0582
PV_ATCC8482_00611	A6KXX7	435590.BVU_0583
PV_ATCC8482_00612	A6KXX8	435590.BVU_0584
PV_ATCC8482_00613	A6KXX9	435590.BVU_0585
PV_ATCC8482_00615	A6KXY1	435590.BVU_0587
PV_ATCC8482_00616	A6KXY2	435590.BVU_0588
PV_ATCC8482_00617	A6KXY3	435590.BVU_0589
PV_ATCC8482_00618	A6KXY4	435590.BVU_0590
PV_ATCC8482_00619	A6KXY5	435590.BVU_0591
PV_ATCC8482_00620	A6KXY6	435590.BVU_0592
PV_ATCC8482_00621	A6KXY7	435590.BVU_0593
PV_ATCC8482_00622	A6KXY8	435590.BVU_0594
PV_ATCC8482_00623	A6KXY9	435590.BVU_0595
PV_ATCC8482_00624	A6KXZ0	435590.BVU_0596
PV_ATCC8482_00625	A6KXZ1	435590.BVU_0597
PV_ATCC8482_00626	A6KXZ2	435590.BVU_0598
PV_ATCC8482_00627	A6KXZ3	435590.BVU_0599
PV_ATCC8482_00628	A6KXZ4	435590.BVU_0600
PV_ATCC8482_00629	A6KXZ5	435590.BVU_0601
PV_ATCC8482_00630	A6KXZ6	435590.BVU_0602
PV_ATCC8482_00631	A6KXZ7	435590.BVU_0603
PV_ATCC8482_00632	A6KXZ8	435590.BVU_0604
PV_ATCC8482_00633	A6KXZ9	435590.BVU_0605
PV_ATCC8482_00634	A6KY00	435590.BVU_0606
PV_ATCC8482_00635	A6KY01	435590.BVU_0607
PV_ATCC8482_00636	A6KY02	435590.BVU_0608
PV_ATCC8482_00637	A6KY03	435590.BVU_0609
PV_ATCC8482_00638	A6KY04	435590.BVU_0610
PV_ATCC8482_00639	A6KY05	435590.BVU_0611
PV_ATCC8482_00640	A6KY06	435590.BVU_0612
PV_ATCC8482_00641	A6KY07	435590.BVU_0613
PV_ATCC8482_00642	A6KY08	435590.BVU_0614
PV_ATCC8482_00643	A6KY09	435590.BVU_0615
PV_ATCC8482_00644	A6KY10	435590.BVU_0616
PV_ATCC8482_00645	A6KY11	435590.BVU_0617
PV_ATCC8482_00646	A6KY12	435590.BVU_0618
PV_ATCC8482_00647	A6KY13	435590.BVU_0619
PV_ATCC8482_00648	A6KY14	435590.BVU_0620
PV_ATCC8482_00649	A6KY15	435590.BVU_0621
PV_ATCC8482_00650	A6KY16	435590.BVU_0622
PV_ATCC8482_00651	A6KY17	435590.BVU_0623
PV_ATCC8482_00653	A6KY18	435590.BVU_0624
PV_ATCC8482_00654	A6KY19	435590.BVU_0625
PV_ATCC8482_00655	A6KY20	435590.BVU_0626
PV_ATCC8482_00656	A6KY21	435590.BVU_0627
PV_ATCC8482_00657	A6KY22	435590.BVU_0628
PV_ATCC8482_00658	A6KY23	435590.BVU_0629
PV_ATCC8482_00659	A6KY24	435590.BVU_0630
PV_ATCC8482_00660	A6KY25	435590.BVU_0631
PV_ATCC8482_00661	A6KY26	435590.BVU_0632
PV_ATCC8482_00662	A6KY27	435590.BVU_0633
PV_ATCC8482_00663	A6KY28	435590.BVU_0634
PV_ATCC8482_00664	A6KY29	435590.BVU_0635
PV_ATCC8482_00665	A6KY30	435590.BVU_0636
PV_ATCC8482_00666	A6KY31	435590.BVU_0637
PV_ATCC8482_00667	A6KY32	435590.BVU_0638
PV_ATCC8482_00668	A6KY33	435590.BVU_0639
PV_ATCC8482_00669	A6KY34	435590.BVU_0640
PV_ATCC8482_00673	A6KY36	435590.BVU_0644
PV_ATCC8482_00674	A6KY37	435590.BVU_0645
PV_ATCC8482_00676	A6KY38	435590.BVU_0646
PV_ATCC8482_00677	A6KY39	435590.BVU_0647
PV_ATCC8482_00678	A6KY40	435590.BVU_0648
PV_ATCC8482_00679	A6KY41	435590.BVU_0649
PV_ATCC8482_00680	A6KY42	435590.BVU_0650
PV_ATCC8482_00681	A6KY43	435590.BVU_0651
PV_ATCC8482_00683	A6KY45	435590.BVU_0653
PV_ATCC8482_00684	A6KY46	435590.BVU_0654
PV_ATCC8482_00685	A6KY47	435590.BVU_0655
PV_ATCC8482_00686	A6KY48	435590.BVU_0656
PV_ATCC8482_00687	A6KY49	435590.BVU_0657
PV_ATCC8482_00688	A6KY50	435590.BVU_0658
PV_ATCC8482_00689	A6KY51	435590.BVU_0659
PV_ATCC8482_00690	A6KY52	435590.BVU_0660
PV_ATCC8482_00691	A6KY53	435590.BVU_0661
PV_ATCC8482_00692	A6KY54	435590.BVU_0662
PV_ATCC8482_00693	A6KY55	435590.BVU_0663
PV_ATCC8482_00694	A6KY57	435590.BVU_0665
PV_ATCC8482_00695	A6KY58	435590.BVU_0666
PV_ATCC8482_00696	A6KY59	435590.BVU_0667
PV_ATCC8482_00697	A6KY60	435590.BVU_0668
PV_ATCC8482_00698	A6KY61	435590.BVU_0669
PV_ATCC8482_00699	A6L279	435590.BVU_0670
PV_ATCC8482_00700		435590.BVU_1561
PV_ATCC8482_00701	A6KY63	435590.BVU_0671
PV_ATCC8482_00702	A6KY64	435590.BVU_0672
PV_ATCC8482_00703	A6KY65	435590.BVU_0673
PV_ATCC8482_00704	A6KY66	435590.BVU_0674
PV_ATCC8482_00705	A6KY67	435590.BVU_0675
PV_ATCC8482_00706	A6KY68	435590.BVU_0676
PV_ATCC8482_00707		435590.BVU_0677
PV_ATCC8482_00708		435590.BVU_0678
PV_ATCC8482_00709		435590.BVU_0679
PV_ATCC8482_00710		435590.BVU_0680
PV_ATCC8482_00711		435590.BVU_0681
PV_ATCC8482_00712		435590.BVU_0682
PV_ATCC8482_00713		435590.BVU_0683
PV_ATCC8482_00714		435590.BVU_0684
PV_ATCC8482_00717		435590.BVU_0686
PV_ATCC8482_00718		435590.BVU_0687
PV_ATCC8482_00719		435590.BVU_0688
PV_ATCC8482_00720		435590.BVU_0689
PV_ATCC8482_00721		435590.BVU_0690
PV_ATCC8482_00722		435590.BVU_0691
PV_ATCC8482_00723		435590.BVU_0692
PV_ATCC8482_00724		435590.BVU_0693
PV_ATCC8482_00725		435590.BVU_0694
PV_ATCC8482_00726		435590.BVU_0695
PV_ATCC8482_00727		435590.BVU_0696
PV_ATCC8482_00728		435590.BVU_0697
PV_ATCC8482_00729		435590.BVU_0698
PV_ATCC8482_00730		435590.BVU_0700
PV_ATCC8482_00731	A6KY93	435590.BVU_0701
PV_ATCC8482_00732	A6KY94	435590.BVU_0702
PV_ATCC8482_00733	A6KY95	435590.BVU_0703
PV_ATCC8482_00734	A6KY96	435590.BVU_0704
PV_ATCC8482_00735		435590.BVU_0705
PV_ATCC8482_00736	A6KY98	435590.BVU_0706
PV_ATCC8482_00737	A6KY99	435590.BVU_0707
PV_ATCC8482_00738	A6L0J7	435590.BVU_0708
PV_ATCC8482_00739	A6KYA1	435590.BVU_0709
PV_ATCC8482_00742	A6KYA3	435590.BVU_0711
PV_ATCC8482_00743	A6L0J4	435590.BVU_0712
PV_ATCC8482_00744	A6KYA5	435590.BVU_0713
PV_ATCC8482_00745	A6KYA6	435590.BVU_0714
PV_ATCC8482_00746	A6KYA7	435590.BVU_0715
PV_ATCC8482_00747	A6KYA8	435590.BVU_0716
PV_ATCC8482_00748	A6L0I9	435590.BVU_0717
PV_ATCC8482_00749	A6KYB0	435590.BVU_0718
PV_ATCC8482_00750	A6KYB1	435590.BVU_0719
PV_ATCC8482_00751	A6KYB2	435590.BVU_0720
PV_ATCC8482_00752	A6KYB4	435590.BVU_0722
PV_ATCC8482_00753	A6KYB5	435590.BVU_0723
PV_ATCC8482_00754	A6KYB6	435590.BVU_0724
PV_ATCC8482_00755		435590.BVU_0725
PV_ATCC8482_00756	A6KYB8	435590.BVU_0726
PV_ATCC8482_00758	A6KYB9	435590.BVU_0727
PV_ATCC8482_00760	A6KYC2	435590.BVU_0730
PV_ATCC8482_00761	A6KYC3	435590.BVU_0731
PV_ATCC8482_00762	A6KYC4	435590.BVU_0732
PV_ATCC8482_00763	A6KYC5	435590.BVU_0733
PV_ATCC8482_00764	A6KYC6	435590.BVU_0734
PV_ATCC8482_00765	A6KYC7	435590.BVU_0735
PV_ATCC8482_00766	A6KYC8	435590.BVU_0736
PV_ATCC8482_00767	A6KYC9	435590.BVU_0737
PV_ATCC8482_00768	A6KYD0	435590.BVU_0738
PV_ATCC8482_00769	A6KYD1	435590.BVU_0739
PV_ATCC8482_00770	A6KYD2	435590.BVU_0740
PV_ATCC8482_00771	A6KYD3	435590.BVU_0741
PV_ATCC8482_00772	A6KYD4	435590.BVU_0742
PV_ATCC8482_00773	A6KYD5	435590.BVU_0743
PV_ATCC8482_00774	A6KYD6	435590.BVU_0744
PV_ATCC8482_00775	A6KYD7	435590.BVU_0745
PV_ATCC8482_00776	A6KYD8	435590.BVU_0746
PV_ATCC8482_00777	A6KYD9	435590.BVU_0747
PV_ATCC8482_00778		435590.BVU_1124
PV_ATCC8482_00779		435590.BVU_1124
PV_ATCC8482_00780	A6KYE0	435590.BVU_0750
PV_ATCC8482_00781	A6KYE1	435590.BVU_0751
PV_ATCC8482_00782	A6KYE2	435590.BVU_0752
PV_ATCC8482_00783	A6KYE3	435590.BVU_0753
PV_ATCC8482_00784	A6KYE4	435590.BVU_0754
PV_ATCC8482_00785	A6KYE5	435590.BVU_0755
PV_ATCC8482_00786	A6KYE6	435590.BVU_0756
PV_ATCC8482_00787	A6KYE7	435590.BVU_0757
PV_ATCC8482_00788	A6KYE9	435590.BVU_0759
PV_ATCC8482_00789	A6KYF0	435590.BVU_0760
PV_ATCC8482_00790	A6KYF1	435590.BVU_0761
PV_ATCC8482_00791	A6KYF2	435590.BVU_0762
PV_ATCC8482_00792	A6KYF3	435590.BVU_0763
PV_ATCC8482_00793	A6KYF4	435590.BVU_0764
PV_ATCC8482_00794	A6KYF5	435590.BVU_0765
PV_ATCC8482_00795	A6KYF6	435590.BVU_0766
PV_ATCC8482_00796	A6KYF7	435590.BVU_0767
PV_ATCC8482_00797		435590.BVU_0768
PV_ATCC8482_00798		435590.BVU_0353
PV_ATCC8482_00799	A6KYG0	435590.BVU_0770
PV_ATCC8482_00800	A6KYG1	435590.BVU_0771
PV_ATCC8482_00801		435590.BVU_0774
PV_ATCC8482_00802	A6KYG2	435590.BVU_0772
PV_ATCC8482_00803	A6KYG3	435590.BVU_0773
PV_ATCC8482_00804	A6KYG4	435590.BVU_0774
PV_ATCC8482_00805	A6KYG5	435590.BVU_0775
PV_ATCC8482_00806	A6KYG6	435590.BVU_0776
PV_ATCC8482_00807	A6KYG7	435590.BVU_0777
PV_ATCC8482_00808	A6KYG8	435590.BVU_0778
PV_ATCC8482_00809	A6KYG9	435590.BVU_0779
PV_ATCC8482_00810	A6KYH0	435590.BVU_0780
PV_ATCC8482_00811	A6KYH1	435590.BVU_0781
PV_ATCC8482_00812	A6KYH2	435590.BVU_0782
PV_ATCC8482_00813	A6KYH3	435590.BVU_0783
PV_ATCC8482_00816	A6KYH4	435590.BVU_0784
PV_ATCC8482_00817	A6KYH5	435590.BVU_0785
PV_ATCC8482_00818	A6KYH6	435590.BVU_0786
PV_ATCC8482_00819	A6KYH7	435590.BVU_0787
PV_ATCC8482_00820	A6KYH8	435590.BVU_0788
PV_ATCC8482_00821	A6KYH9	435590.BVU_0789
PV_ATCC8482_00822	A6KYI0	435590.BVU_0790
PV_ATCC8482_00823	A6KYI1	435590.BVU_0791
PV_ATCC8482_00824	A6KYI2	435590.BVU_0792
PV_ATCC8482_00825	A6KYI3	435590.BVU_0793
PV_ATCC8482_00826	A6KYI4	435590.BVU_0794
PV_ATCC8482_00827	A6KYI5	435590.BVU_0795
PV_ATCC8482_00828	A6KYI6	435590.BVU_0796
PV_ATCC8482_00829	A6KYI7	435590.BVU_0797
PV_ATCC8482_00830	A6KYI8	435590.BVU_0798
PV_ATCC8482_00831	A6KYI9	435590.BVU_0799
PV_ATCC8482_00832	A6KYJ0	435590.BVU_0800
PV_ATCC8482_00833	A6KYJ1	435590.BVU_0801
PV_ATCC8482_00834	A6KYJ2	435590.BVU_0802
PV_ATCC8482_00835	A6KYJ3	435590.BVU_0803
PV_ATCC8482_00836	A6KYJ4	435590.BVU_0804
PV_ATCC8482_00837	A6KYJ5	435590.BVU_0805
PV_ATCC8482_00838	A6KYJ6	435590.BVU_0806
PV_ATCC8482_00839	A6KYJ7	435590.BVU_0807
PV_ATCC8482_00840	A6KYJ8	435590.BVU_0808
PV_ATCC8482_00841	A6KYJ9	435590.BVU_0809
PV_ATCC8482_00842	A6KYK0	435590.BVU_0810
PV_ATCC8482_00843	A6KYK1	435590.BVU_0811
PV_ATCC8482_00844	A6KYK2	435590.BVU_0812
PV_ATCC8482_00845	A6KYK3	435590.BVU_0813
PV_ATCC8482_00846	A6KYK4	435590.BVU_0814
PV_ATCC8482_00847	A6KYK5	435590.BVU_0815
PV_ATCC8482_00848	A6KYK6	435590.BVU_0816
PV_ATCC8482_00849	A6KYK7	435590.BVU_0817
PV_ATCC8482_00850	A6KYK8	435590.BVU_0818
PV_ATCC8482_00853	A6KYK9	435590.BVU_0820
PV_ATCC8482_00858	A6KYL0	435590.BVU_0825
PV_ATCC8482_00859	A6KYL1	435590.BVU_0826
PV_ATCC8482_00860	A6KYL2	435590.BVU_0827
PV_ATCC8482_00861	A6KYL3	435590.BVU_0828
PV_ATCC8482_00862	A6KYL4	435590.BVU_0829
PV_ATCC8482_00863	A6KYL5	435590.BVU_0830
PV_ATCC8482_00864	A6KYL6	435590.BVU_0831
PV_ATCC8482_00865	A6KYL7	435590.BVU_0832
PV_ATCC8482_00866	A6KYL8	435590.BVU_0833
PV_ATCC8482_00867	A6KYL9	435590.BVU_0834
PV_ATCC8482_00868	A6KYM0	435590.BVU_0835
PV_ATCC8482_00869	A6KYM1	435590.BVU_0836
PV_ATCC8482_00872	A6KYM2	435590.BVU_0839
PV_ATCC8482_00873	A6KYM3	435590.BVU_0840
PV_ATCC8482_00874	A6KYM4	435590.BVU_0841
PV_ATCC8482_00875	A6KYM5	435590.BVU_0842
PV_ATCC8482_00876	A6KYM6	435590.BVU_0843
PV_ATCC8482_00877	A6KYM7	435590.BVU_0844
PV_ATCC8482_00878	A6KYM8	435590.BVU_0845
PV_ATCC8482_00879	A6KYM9	435590.BVU_0846
PV_ATCC8482_00880	A6KYN0	435590.BVU_0847
PV_ATCC8482_00881	A6KYN1	435590.BVU_0848
PV_ATCC8482_00882	A6KYN2	435590.BVU_0849
PV_ATCC8482_00883	A6KYN3	435590.BVU_0850
PV_ATCC8482_00884	A6KYN4	435590.BVU_0851
PV_ATCC8482_00885	A6KYN5	435590.BVU_0852
PV_ATCC8482_00886	A6KYN6	435590.BVU_0853
PV_ATCC8482_00887	A6KYN7	435590.BVU_0854
PV_ATCC8482_00890	A6KYN8	435590.BVU_0857
PV_ATCC8482_00891	A6KYN9	435590.BVU_0858
PV_ATCC8482_00892	A6KYP0	435590.BVU_0859
PV_ATCC8482_00893	A6KYP1	435590.BVU_0860
PV_ATCC8482_00894	A6KYP2	435590.BVU_0861
PV_ATCC8482_00895	A6KYP3	435590.BVU_0862
PV_ATCC8482_00896	A6KYP4	435590.BVU_0863
PV_ATCC8482_00897	A6KYP5	435590.BVU_0864
PV_ATCC8482_00898	A6KYP6	435590.BVU_0865
PV_ATCC8482_00899	A6KYP7	435590.BVU_0866
PV_ATCC8482_00900	A6KYP9	435590.BVU_0867
PV_ATCC8482_00901	A6KYQ0	435590.BVU_0869
PV_ATCC8482_00902	A6KYQ1	435590.BVU_0870
PV_ATCC8482_00903	A6KYQ2	435590.BVU_0871
PV_ATCC8482_00904	A6KYQ3	435590.BVU_0872
PV_ATCC8482_00905	A6KYQ4	435590.BVU_0873
PV_ATCC8482_00906	A6KYQ5	435590.BVU_0874
PV_ATCC8482_00907	A6KYQ6	435590.BVU_0875
PV_ATCC8482_00908	A6KYQ7	435590.BVU_0876
PV_ATCC8482_00909	A6KYQ8	435590.BVU_0877
PV_ATCC8482_00910	A6KYQ9	435590.BVU_0878
PV_ATCC8482_00911	A6KYR0	435590.BVU_0879
PV_ATCC8482_00912	A6KYR1	435590.BVU_0880
PV_ATCC8482_00913	A6KYR2	435590.BVU_0881
PV_ATCC8482_00915	A6KYR3	435590.BVU_0882
PV_ATCC8482_00916	A6KYR4	435590.BVU_0883
PV_ATCC8482_00917	A6KYR5	435590.BVU_0884
PV_ATCC8482_00918	A6KYR6	435590.BVU_0885
PV_ATCC8482_00919	A6KYR7	435590.BVU_0886
PV_ATCC8482_00920	A6KYR8	435590.BVU_0887
PV_ATCC8482_00921	A6KYR9	435590.BVU_0888
PV_ATCC8482_00922	A6KYS0	435590.BVU_0889
PV_ATCC8482_00923	A6KYS1	435590.BVU_0890
PV_ATCC8482_00924	A6KYS2	435590.BVU_0891
PV_ATCC8482_00925	A6KYS3	435590.BVU_0892
PV_ATCC8482_00926	A6KYS4	435590.BVU_0893
PV_ATCC8482_00927	A6KYS5	435590.BVU_0894
PV_ATCC8482_00928	A6KYS6	435590.BVU_0895
PV_ATCC8482_00929	A6KYS7	435590.BVU_0896
PV_ATCC8482_00930	A6KYS8	435590.BVU_0897
PV_ATCC8482_00931	A6KYS9	435590.BVU_0898
PV_ATCC8482_00932	A6KYT0	435590.BVU_0899
PV_ATCC8482_00933	A6KYT1	435590.BVU_0900
PV_ATCC8482_00934	A6KYT2	435590.BVU_0901
PV_ATCC8482_00935	A6KYT3	435590.BVU_0902
PV_ATCC8482_00936		435590.BVU_0035
PV_ATCC8482_00937		435590.BVU_0369
PV_ATCC8482_00938	A6KYT6	435590.BVU_0905
PV_ATCC8482_00939	A6KYT8	435590.BVU_0907
PV_ATCC8482_00940	A6KYT9	435590.BVU_0908
PV_ATCC8482_00941	A6KYU0	435590.BVU_0909
PV_ATCC8482_00942	A6KYU1	435590.BVU_0910
PV_ATCC8482_00943	A6KYU2	435590.BVU_0911
PV_ATCC8482_00944	A6KYU3	435590.BVU_0912
PV_ATCC8482_00945	A6KYU4	435590.BVU_0913
PV_ATCC8482_00946	A6KYU5	435590.BVU_0914
PV_ATCC8482_00947	A6KYU6	435590.BVU_0915
PV_ATCC8482_00949	A6KYU7	435590.BVU_0916
PV_ATCC8482_00950	A6KYU8	435590.BVU_0917
PV_ATCC8482_00951	A6KYU9	435590.BVU_0918
PV_ATCC8482_00952	A6KYV0	435590.BVU_0919
PV_ATCC8482_00954	A6KYV1	435590.BVU_0920
PV_ATCC8482_00955	A6KYV2	435590.BVU_0921
PV_ATCC8482_00956	A6KYV3	435590.BVU_0922
PV_ATCC8482_00957	A6KYV4	435590.BVU_0923
PV_ATCC8482_00958	A6KYV5	435590.BVU_0924
PV_ATCC8482_00959	A6KYV6	435590.BVU_0925
PV_ATCC8482_00960	A6KYV7	435590.BVU_0926
PV_ATCC8482_00962	A6KYV9	435590.BVU_0928
PV_ATCC8482_00963	A6KYW0	435590.BVU_0929
PV_ATCC8482_00964	A6KYW1	435590.BVU_0930
PV_ATCC8482_00965	A6KYW2	435590.BVU_0931
PV_ATCC8482_00966	A6KYW3	435590.BVU_0932
PV_ATCC8482_00967	A6KYW4	435590.BVU_0933
PV_ATCC8482_00969	A6KYW6	435590.BVU_0935
PV_ATCC8482_00974	A6KYX0	435590.BVU_0939
PV_ATCC8482_00975	A6KYX1	435590.BVU_0940
PV_ATCC8482_00976	A6KYX2	435590.BVU_0941
PV_ATCC8482_00979	A6KYX4	435590.BVU_0943
PV_ATCC8482_00980	A6KYX5	435590.BVU_0944
PV_ATCC8482_00981	A6KYX6	435590.BVU_0945
PV_ATCC8482_00982	A6KYX7	435590.BVU_0946
PV_ATCC8482_00983	A6KYX8	435590.BVU_0947
PV_ATCC8482_00984	A6KYX9	435590.BVU_0948
PV_ATCC8482_00985	A6KYY0	435590.BVU_0949
PV_ATCC8482_00986	A6KYY1	435590.BVU_0950
PV_ATCC8482_00987	A6KYY2	435590.BVU_0951
PV_ATCC8482_00988	A6KYY3	435590.BVU_0952
PV_ATCC8482_00989	A6KYY4	435590.BVU_0953
PV_ATCC8482_00990	A6KYY5	435590.BVU_0954
PV_ATCC8482_00991	A6KYY6	435590.BVU_0955
PV_ATCC8482_00994	A6KYY8	435590.BVU_0957
PV_ATCC8482_00995	A6KYZ0	435590.BVU_0959
PV_ATCC8482_00996		435590.BVU_0960
PV_ATCC8482_00997		435590.BVU_0961
PV_ATCC8482_00998	A6KYZ3	435590.BVU_0962
PV_ATCC8482_00999	A6KYZ4	435590.BVU_0963
PV_ATCC8482_01000	A6KYZ5	435590.BVU_0964
PV_ATCC8482_01001	A6KYZ6	435590.BVU_0965
PV_ATCC8482_01002	A6KYZ7	435590.BVU_0966
PV_ATCC8482_01003	A6KYZ8	435590.BVU_0967
PV_ATCC8482_01004	A6KZ00	435590.BVU_0969
PV_ATCC8482_01005	A6KZ01	435590.BVU_0970
PV_ATCC8482_01006	A6L609	435590.BVU_0971
PV_ATCC8482_01007	A6KZ03	435590.BVU_0972
PV_ATCC8482_01008	A6KZ04	435590.BVU_0973
PV_ATCC8482_01009	A6KZ05	435590.BVU_0974
PV_ATCC8482_01010	A6KZ06	435590.BVU_0975
PV_ATCC8482_01011		435590.BVU_0976
PV_ATCC8482_01012		435590.BVU_0977
PV_ATCC8482_01013		435590.BVU_0978
PV_ATCC8482_01014		435590.BVU_0979
PV_ATCC8482_01016		435590.BVU_0981
PV_ATCC8482_01017		435590.BVU_0982
PV_ATCC8482_01018		435590.BVU_0975
PV_ATCC8482_01019	A6KZ07	435590.BVU_0976
PV_ATCC8482_01020	A6KZ08	435590.BVU_0977
PV_ATCC8482_01021	A6KZ09	435590.BVU_0978
PV_ATCC8482_01022	A6KZ10	435590.BVU_0979
PV_ATCC8482_01024	A6KZ11	435590.BVU_0981
PV_ATCC8482_01025	A6KZ12	435590.BVU_0982
PV_ATCC8482_01026	A6KZ19	435590.BVU_0990
PV_ATCC8482_01027	A6KZ20	435590.BVU_0991
PV_ATCC8482_01028	A6KZ21	435590.BVU_0992
PV_ATCC8482_01029	A6KZ22	435590.BVU_0993
PV_ATCC8482_01030	A6KZ23	435590.BVU_0994
PV_ATCC8482_01031	A6KZ24	435590.BVU_0995
PV_ATCC8482_01032	A6KZ25	435590.BVU_0996
PV_ATCC8482_01033	A6KZ26	435590.BVU_0997
PV_ATCC8482_01034	A6KZ27	435590.BVU_0998
PV_ATCC8482_01035	A6KZ28	435590.BVU_0999
PV_ATCC8482_01036	A6KZ29	435590.BVU_1000
PV_ATCC8482_01037	A6KZ30	435590.BVU_1001
PV_ATCC8482_01038	A6KZ31	435590.BVU_1002
PV_ATCC8482_01039	A6KZ32	435590.BVU_1003
PV_ATCC8482_01040	A6KZ33	435590.BVU_1004
PV_ATCC8482_01041	A6KZ34	435590.BVU_1005
