species,media,element,locus_tag,old_locus_tag,gene_name,product,uniProt,TAs_in_orf,ins_in_orf,TAs_hit,MRC_orf,max_run_nonIns_Gumbel,nucs_in_max_run_nonIns_Gumbel,post_prob_essentiality_Gumbel,Gumbel,ES_sites_HMM,GD_sites_HMM,NE_sites_HMM,GA_sites_HMM,HMM,consistency_TA_HMM,probES,probGD,probNE,probGA,confidence_score_HMM,flag_HMM,start,end,overlapping_orf,embedded_orf,meanMAPQ,sequencelength_nt,HMM_mod,HMM_essentiality_call_agreement,Gumbel_essentiality_call_agreement,final_essentiality_call_agreement,eggNOG_OGs_Bacteroidetes,eggNOG_OGs_Bacteria,eggNOG_OGs_Bacteroidia,EggNOG_PFAMs,eggNOG_OGs,EggNOG_KEGG_Pathway,EggNOG_KEGG_Module,EggNOG_KEGG_ko,EggNOG_GOs,EggNOG_COG_category,n_species_per_OG,n_calls_per_OG,essentiality_across,max_prob,max_prob_column,final_call_240817,unified_final_call_240817
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01194-and-BU_ATCC8492_01195,NA,blank,blank,NA,3,2,0.6667,119,1,2,-1,too_short,0,0,3,0,not_essential,1,0,0,0.804277,0.195723,0.8043,NA,1558672,1558701,FALSE,FALSE,40.0598579164107,29,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.804277,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01195-and-BU_ATCC8492_01196,NA,blank,blank,NA,8,8,1,32.25,0,0,-1,too_short,0,0,8,0,not_essential,1,0,0.716289,0.230197,0.053514,0.2302,low-confidence,1560274,1560426,FALSE,FALSE,41.6336976536977,152,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.716289,probGD,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01195-and-BU_ATCC8492_01196,NA,blank,blank,NA,8,6,0.75,27.5,1,2,-1,too_short,0,0,8,0,not_essential,1,0,0.825416,0.144153,0.030431,0.1442,low-confidence,1560274,1560426,FALSE,FALSE,41.8774748717673,152,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.825416,probGD,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01196-and-BU_ATCC8492_01197,NA,blank,blank,NA,10,9,0.9,52.89,1,2,-1,too_short,0,0,10,0,not_essential,1,0,0.337275,0.54486,0.117865,0.5449,ambiguous,1562794,1562880,FALSE,FALSE,41.8382655565961,86,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.54486,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01196-and-BU_ATCC8492_01197,NA,blank,blank,NA,10,8,0.8,81.62,1,2,-1,too_short,0,0,10,0,not_essential,1,0,2.5E-05,0.83353,0.166445,0.8335,NA,1562794,1562880,FALSE,FALSE,40.566878702522,86,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.83353,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01197-and-BU_ATCC8492_01198,NA,blank,blank,NA,7,7,1,78.29,0,0,-1,too_short,0,0,7,0,not_essential,1,0,0.00428,0.820543,0.175177,0.8205,NA,1563766,1563823,FALSE,FALSE,41.5250560770363,57,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.820543,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01197-and-BU_ATCC8492_01198,NA,blank,blank,NA,7,6,0.8571,65.5,1,2,-1,too_short,0,0,7,0,not_essential,1,0,0.003588,0.833512,0.1629,0.8335,NA,1563766,1563823,FALSE,FALSE,41.9414810589479,57,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.833512,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01198-and-BU_ATCC8492_01199,NA,blank,blank,NA,7,6,0.8571,169.67,1,2,-1,too_short,0,0,7,0,not_essential,1,0,0,0.750003,0.249997,0.75,NA,1565003,1565047,FALSE,FALSE,41.9405263981524,44,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.750003,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01198-and-BU_ATCC8492_01199,NA,blank,blank,NA,7,7,1,95.29,0,0,-1,too_short,0,0,7,0,not_essential,1,0,0,0.82308,0.17692,0.8231,NA,1565003,1565047,FALSE,FALSE,41.9521218861045,44,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.82308,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01200-and-BU_ATCC8492_01201,NA,blank,blank,NA,12,11,0.9167,169.55,1,2,-1,too_short,0,0,12,0,not_essential,1,0,0,0.749465,0.250535,0.7495,NA,1568577,1568712,FALSE,FALSE,38.8534990659334,135,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.749465,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01200-and-BU_ATCC8492_01201,NA,blank,blank,NA,12,11,0.9167,193.27,1,2,-1,too_short,0,0,12,0,not_essential,1,0,0,0.593856,0.406144,0.5939,ambiguous,1568577,1568712,FALSE,FALSE,39.1398281895532,135,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.593856,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01201-and-BU_ATCC8492_01202,NA,blank,blank,NA,31,31,1,105.39,0,0,0.50015,uncertain,0,1,30,0,not_essential,0.968,0,3E-06,0.816919,0.183077,0.8169,NA,1571203,1571672,FALSE,FALSE,40.0516413545323,469,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.816919,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01201-and-BU_ATCC8492_01202,NA,blank,blank,NA,31,27,0.871,79.15,2,22,0,not_essential,0,0,31,0,not_essential,1,0,4.7E-05,0.833507,0.166446,0.8335,NA,1571203,1571672,FALSE,FALSE,40.656678334642,469,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.833507,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01203-and-BU_ATCC8492_01204,NA,blank,blank,NA,9,8,0.8889,38.62,1,2,-1,too_short,0,0,9,0,not_essential,1,0,0.70566,0.240285,0.054055,0.2403,low-confidence,1573411,1573533,FALSE,FALSE,41.7554338525522,122,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.70566,probGD,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01203-and-BU_ATCC8492_01204,NA,blank,blank,NA,9,8,0.8889,79.88,1,2,-1,too_short,0,0,9,0,not_essential,1,0,3.4E-05,0.833007,0.166959,0.833,NA,1573411,1573533,FALSE,FALSE,40.9809493654361,122,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.833007,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01204-and-BU_ATCC8492_01205,NA,blank,blank,NA,11,10,0.9091,61.6,1,2,-1,too_short,0,0,11,0,not_essential,1,0,0.122268,0.723387,0.154345,0.7234,NA,1576582,1576734,FALSE,FALSE,41.20434675158,152,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.723387,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01204-and-BU_ATCC8492_01205,NA,blank,blank,NA,11,9,0.8182,54.56,2,39,-1,too_short,0,0,11,0,not_essential,1,0,0.059764,0.786555,0.153682,0.7866,NA,1576582,1576734,FALSE,FALSE,41.890628735655,152,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.786555,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01205-and-BU_ATCC8492_01206,NA,blank,blank,NA,5,5,1,16.6,0,0,-1,too_short,0,0,5,0,not_essential,1,0,0.809312,0.152419,0.038269,0.1524,low-confidence,1577248,1577295,FALSE,FALSE,41.867619047619,47,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.809312,probGD,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01205-and-BU_ATCC8492_01206,NA,blank,blank,NA,5,4,0.8,35.25,1,2,-1,too_short,0,0,5,0,not_essential,1,0,0.649024,0.291332,0.059644,0.2913,ambiguous,1577248,1577295,FALSE,FALSE,41.9238985313752,47,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.649024,probGD,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01206-and-BU_ATCC8492_01207,NA,blank,blank,NA,13,11,0.8462,84.82,1,2,-1,too_short,1,0,12,0,not_essential,0.923,0,0.001652,0.823605,0.174743,0.8236,NA,1578751,1578868,FALSE,FALSE,41.7882258622812,117,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.823605,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01206-and-BU_ATCC8492_01207,NA,blank,blank,NA,13,10,0.7692,88.7,2,5,-1,too_short,2,0,11,0,not_essential,0.846,0,2E-06,0.830594,0.169404,0.8306,NA,1578751,1578868,FALSE,FALSE,41.5562917923171,117,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.830594,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01209-and-BU_ATCC8492_01210,NA,blank,blank,NA,3,3,1,51.67,0,0,-1,too_short,0,0,3,0,not_essential,1,0,0.292927,0.580249,0.126824,0.5802,ambiguous,1582274,1582343,FALSE,FALSE,41.8226307910474,69,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.580249,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01209-and-BU_ATCC8492_01210,NA,blank,blank,NA,3,2,0.6667,78,1,2,-1,too_short,0,0,3,0,not_essential,1,0,0.000131,0.83599,0.163879,0.836,NA,1582274,1582343,FALSE,FALSE,41.8336755287723,69,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.83599,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01210-and-BU_ATCC8492_01211,NA,blank,blank,NA,10,10,1,296.8,0,0,-1,too_short,0,0,10,0,not_essential,1,0,0,0.283064,0.716936,0.2831,low-confidence,1582665,1582757,FALSE,FALSE,40.9841602130582,92,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.716936,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01210-and-BU_ATCC8492_01211,NA,blank,blank,NA,10,10,1,220.4,0,0,-1,too_short,0,0,10,0,not_essential,1,0,0,0.450265,0.549735,0.4503,ambiguous,1582665,1582757,FALSE,FALSE,36.597662946132,92,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.549735,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01211-and-BU_ATCC8492_01212,NA,blank,blank,NA,6,5,0.8333,43.6,1,2,-1,too_short,0,0,6,0,not_essential,1,0,0.64575,0.290236,0.064015,0.2902,ambiguous,1584840,1584905,FALSE,FALSE,41.1165790023967,65,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.64575,probGD,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01211-and-BU_ATCC8492_01212,NA,blank,blank,NA,6,5,0.8333,29.6,1,2,-1,too_short,0,0,6,0,not_essential,1,0,0.751185,0.205565,0.04325,0.2056,low-confidence,1584840,1584905,FALSE,FALSE,41.9235412474849,65,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.751185,probGD,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01214-and-BU_ATCC8492_01215,NA,blank,blank,NA,12,9,0.75,16.11,3,18,-1,too_short,0,0,12,0,not_essential,1,0,0.90502,0.076124,0.018856,0.0761,low-confidence,1592069,1592233,FALSE,FALSE,41.8107331394096,164,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.90502,probGD,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01214-and-BU_ATCC8492_01215,NA,blank,blank,NA,12,9,0.75,32.78,2,9,-1,too_short,0,0,12,0,not_essential,1,0,0.74148,0.214363,0.044157,0.2144,low-confidence,1592069,1592233,FALSE,FALSE,39.099302259104,164,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.74148,probGD,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01215-and-BU_ATCC8492_01216,NA,blank,blank,NA,11,9,0.8182,100.22,2,18,-1,too_short,0,0,11,0,not_essential,1,0,3E-05,0.821013,0.178957,0.821,NA,1593170,1593265,FALSE,FALSE,41.8586147468816,95,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.821013,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01215-and-BU_ATCC8492_01216,NA,blank,blank,NA,11,10,0.9091,51.9,1,2,-1,too_short,0,0,11,0,not_essential,1,0,0.074798,0.772398,0.152804,0.7724,NA,1593170,1593265,FALSE,FALSE,40.6016594901035,95,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.772398,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01216-and-BU_ATCC8492_01217,NA,blank,blank,NA,12,11,0.9167,99.82,1,2,-1,too_short,0,0,12,0,not_essential,1,0,2.5E-05,0.820239,0.179736,0.8202,NA,1593839,1594010,FALSE,FALSE,40.0535210377711,171,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.820239,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01216-and-BU_ATCC8492_01217,NA,blank,blank,NA,12,9,0.75,79.67,2,15,-1,too_short,0,0,12,0,not_essential,1,0,5.9E-05,0.83477,0.165171,0.8348,NA,1593839,1594010,FALSE,FALSE,41.0628841637169,171,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.83477,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01217-and-BU_ATCC8492_01218,NA,blank,blank,NA,14,12,0.8571,43,1,2,0,not_essential,0,0,14,0,not_essential,1,0,0.642465,0.292754,0.064782,0.2928,ambiguous,1596156,1596362,FALSE,FALSE,41.7759080416643,206,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.642465,probGD,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01217-and-BU_ATCC8492_01218,NA,blank,blank,NA,14,13,0.9286,52.92,1,2,0,not_essential,0,0,14,0,not_essential,1,0,0.056935,0.787215,0.15585,0.7872,NA,1596156,1596362,FALSE,FALSE,41.255606466544,206,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.787215,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01218-and-BU_ATCC8492_01219,NA,blank,blank,NA,14,13,0.9286,61,1,2,0,not_essential,0,0,14,0,not_essential,1,0,0.125309,0.720607,0.154084,0.7206,NA,1597515,1597704,FALSE,FALSE,41.7398249187964,189,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.720607,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01218-and-BU_ATCC8492_01219,NA,blank,blank,NA,14,11,0.7857,16.27,2,8,0,not_essential,0,0,14,0,not_essential,1,0,0.883373,0.095126,0.021502,0.0951,low-confidence,1597515,1597704,FALSE,FALSE,40.9491777507205,189,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.883373,probGD,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01219-and-BU_ATCC8492_01220,NA,blank,blank,NA,5,3,0.6,94,1,2,-1,too_short,0,0,5,0,not_essential,1,0,0.000288,0.824163,0.175549,0.8242,NA,1598170,1598218,FALSE,FALSE,41.9313946216385,48,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.824163,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01219-and-BU_ATCC8492_01220,NA,blank,blank,NA,5,5,1,35.6,0,0,-1,too_short,0,0,5,0,not_essential,1,0,0.450411,0.454624,0.094966,0.4546,ambiguous,1598170,1598218,FALSE,FALSE,41.8603635738367,48,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.454624,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01220-and-BU_ATCC8492_01221,NA,blank,blank,NA,6,5,0.8333,76.4,1,2,-1,too_short,0,0,6,0,not_essential,1,0,0.011305,0.816559,0.172136,0.8166,NA,1598612,1598711,FALSE,FALSE,40.6088671228497,99,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.816559,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01220-and-BU_ATCC8492_01221,NA,blank,blank,NA,6,4,0.6667,61.5,1,2,-1,too_short,0,0,6,0,not_essential,1,0,0.018383,0.823164,0.158453,0.8232,NA,1598612,1598711,FALSE,FALSE,36.3194101816551,99,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.823164,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01221-and-contig_1.trna10,NA,blank,blank,NA,10,6,0.6,33.33,2,24,-1,too_short,0,2,8,0,not_essential,0.8,0,0.879596,0.098168,0.022237,0.0982,low-confidence,1599798,1599954,FALSE,FALSE,41.862525086663,156,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.879596,probGD,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01221-and-contig_1.trna10,NA,blank,blank,NA,10,3,0.3,22.33,6,86,-1,too_short,6,0,4,0,essential,0.6,0,0.932587,0.055483,0.01193,0,low-confidence,1599798,1599954,FALSE,FALSE,41.9530864197531,156,essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.932587,probGD,unclear,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01224-and-BU_ATCC8492_01225,NA,blank,blank,NA,6,6,1,135.67,0,0,-1,too_short,0,0,6,0,not_essential,1,0,0,0.79493,0.20507,0.7949,NA,1601727,1601798,FALSE,FALSE,41.9196184248349,71,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.79493,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01224-and-BU_ATCC8492_01225,NA,blank,blank,NA,6,6,1,78.67,0,0,-1,too_short,0,0,6,0,not_essential,1,0,3.3E-05,0.831605,0.168362,0.8316,NA,1601727,1601798,FALSE,FALSE,41.8336527104676,71,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.831605,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01225-and-BU_ATCC8492_01226,NA,blank,blank,NA,10,6,0.6,77.67,3,14,-1,too_short,0,0,10,0,not_essential,1,0,0.01497,0.81482,0.170209,0.8148,NA,1602243,1602297,FALSE,FALSE,41.8733522408667,54,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.81482,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01225-and-BU_ATCC8492_01226,NA,blank,blank,NA,10,7,0.7,23.29,3,14,-1,too_short,0,0,10,0,not_essential,1,0,0.879582,0.099095,0.021323,0.0991,low-confidence,1602243,1602297,FALSE,FALSE,41.9895793861311,54,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.879582,probGD,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01226-and-BU_ATCC8492_01227,NA,blank,blank,NA,24,24,1,57.58,0,0,0.35105,uncertain,0,0,24,0,not_essential,1,0,0.156217,0.693839,0.149945,0.6938,NA,1603018,1603335,FALSE,FALSE,40.7898088556144,317,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.693839,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01226-and-BU_ATCC8492_01227,NA,blank,blank,NA,24,22,0.9167,47.23,1,2,0,not_essential,0,0,24,0,not_essential,1,0,0.163634,0.697151,0.139215,0.6972,NA,1603018,1603335,FALSE,FALSE,40.9646727834011,317,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.697151,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01227-and-BU_ATCC8492_01228,NA,blank,blank,NA,9,9,1,54.33,0,0,0,not_essential,0,0,9,0,not_essential,1,0,0.22636,0.635504,0.138136,0.6355,NA,1604740,1604950,FALSE,FALSE,41.4841826292868,210,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.635504,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01227-and-BU_ATCC8492_01228,NA,blank,blank,NA,9,7,0.7778,43.86,1,2,0,not_essential,0,0,9,0,not_essential,1,0,0.36564,0.529219,0.105141,0.5292,ambiguous,1604740,1604950,FALSE,FALSE,41.8657599122713,210,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.529219,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01228-and-BU_ATCC8492_01229,NA,blank,blank,NA,11,9,0.8182,58,1,2,-1,too_short,0,0,11,0,not_essential,1,0,0.244249,0.622938,0.132813,0.6229,NA,1605908,1606138,FALSE,FALSE,41.7984748865018,230,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.622938,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01228-and-BU_ATCC8492_01229,NA,blank,blank,NA,11,9,0.8182,59.56,1,2,-1,too_short,0,0,11,0,not_essential,1,0,0.019289,0.820908,0.159803,0.8209,NA,1605908,1606138,FALSE,FALSE,39.9497336312825,230,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.820908,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01230-and-BU_ATCC8492_01231,NA,blank,blank,NA,14,8,0.5714,71.75,4,33,-1,too_short,0,0,14,0,not_essential,1,0,0.050875,0.785268,0.163857,0.7853,NA,1607649,1607817,FALSE,FALSE,41.8946607456453,168,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.785268,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01230-and-BU_ATCC8492_01231,NA,blank,blank,NA,14,7,0.5,57.43,4,33,-1,too_short,0,0,14,0,not_essential,1,0,0.066271,0.783535,0.150194,0.7835,NA,1607649,1607817,FALSE,FALSE,41.9510466785303,168,not_essential,not_essential,too_short,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.783535,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01232-and-DR_2.3(IME),NA,blank,blank,NA,3,3,1,23.33,0,0,-1,too_short,0,0,3,0,not_essential,1,0,0.789968,0.169084,0.040948,0.1691,low-confidence,1610105,1610144,FALSE,FALSE,41.9292929292929,39,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.789968,probGD,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01232-and-DR_2.3(IME),NA,blank,blank,NA,3,3,1,39,0,0,-1,too_short,0,1,2,0,not_essential,0.667,0,0.343574,0.544145,0.112281,0.5441,ambiguous,1610105,1610144,FALSE,FALSE,41.4546615581098,39,not_essential,low-confidence_or_ambiguous,too_short,unclear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.544145,probNE,not_essential,not_essential
uniformis,liquid,intergenic,IG-between-BU_ATCC8492_01233-and-BU_ATCC8492_01234,NA,blank,blank,NA,21,16,0.7619,101.62,2,12,0,not_essential,0,0,21,0,not_essential,1,0,2.3E-05,0.820896,0.17908,0.8209,NA,1611204,1611432,FALSE,FALSE,41.3042402046734,228,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.820896,probNE,not_essential,not_essential
uniformis,solid,intergenic,IG-between-BU_ATCC8492_01233-and-BU_ATCC8492_01234,NA,blank,blank,NA,21,16,0.7619,62.75,3,10,0,not_essential,0,0,21,0,not_essential,1,0,0.010302,0.829115,0.160583,0.8291,NA,1611204,1611432,FALSE,FALSE,39.5172231183604,228,not_essential,not_essential,not_essential,not_essential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,0.829115,probNE,not_essential,not_essential
