locus_tag	uniprot_id	string_protein_id
BU_ATCC8492_00529	A7UY66	820.ERS852554_01258
BU_ATCC8492_00530	A7UY67	820.ERS852554_01259
BU_ATCC8492_00531	A7UY68	820.ERS852554_01260
BU_ATCC8492_00532	A7UY70	820.ERS852554_01261
BU_ATCC8492_00533	A7UY71	820.ERS852554_01262
BU_ATCC8492_00534	A7UY73	820.ERS852554_01263
BU_ATCC8492_00535	A7UY74	820.ERS852554_01264
BU_ATCC8492_00536	A7UY75	820.ERS852554_01265
BU_ATCC8492_00537	A7UY76	820.ERS852554_01266
BU_ATCC8492_00538	A7UY78	820.ERS852554_01267
BU_ATCC8492_00539	A7UY80	820.ERS852554_01268
BU_ATCC8492_00540	A7UY81	820.ERS852554_01269
BU_ATCC8492_00541	A7UY82	820.ERS852554_01270
BU_ATCC8492_00542	A7UY83	820.ERS852554_01271
BU_ATCC8492_00543	A7UY84	820.ERS852554_01272
BU_ATCC8492_00544	A7UY85	820.ERS852554_01273
BU_ATCC8492_00545	A7UY86	820.ERS852554_01274
BU_ATCC8492_00546	A7UY87	820.ERS852554_01275
BU_ATCC8492_00547	A7UY88	820.ERS852554_01276
BU_ATCC8492_00548	A7UY89	820.ERS852554_01277
BU_ATCC8492_00549	A7UY90	820.ERS852554_01278
BU_ATCC8492_00550	A7UY91	820.ERS852554_01279
BU_ATCC8492_00551	A7UY92	820.ERS852554_01280
BU_ATCC8492_00552	A7UY93	820.ERS852554_01281
BU_ATCC8492_00553	A7UY94	820.ERS852554_01282
BU_ATCC8492_00554	A7UY95	820.ERS852554_01283
BU_ATCC8492_00555	A7UY97	820.ERS852554_01284
BU_ATCC8492_00556	A7UY98	820.ERS852554_01285
BU_ATCC8492_00557	A7UY99	820.ERS852554_01286
BU_ATCC8492_00558	A7UYA0	820.ERS852554_01287
BU_ATCC8492_00559	A7V867	820.ERS852554_01288
BU_ATCC8492_00560	A7V868	820.ERS852554_01289
BU_ATCC8492_00561	A7V869	820.ERS852554_01290
BU_ATCC8492_00562	A7V870	820.ERS852554_01291
BU_ATCC8492_00563	A7V871	820.ERS852554_01292
BU_ATCC8492_00564	A7V872	820.ERS852554_01293
BU_ATCC8492_00565	A7V874	820.ERS852554_01294
BU_ATCC8492_00566	A7V875	820.ERS852554_01295
BU_ATCC8492_00567	A7V876	820.ERS852554_01296
BU_ATCC8492_00568	A7V878	820.ERS852554_01297
BU_ATCC8492_00569	A7V879	820.ERS852554_01298
BU_ATCC8492_00570	A7V881	820.ERS852554_01299
BU_ATCC8492_00571	A7V882	820.ERS852554_01300
BU_ATCC8492_00572	A7V883	820.ERS852554_01301
BU_ATCC8492_00573	A7V885	820.ERS852554_01302
BU_ATCC8492_00574	A7V886	820.ERS852554_01303
BU_ATCC8492_00575	A7V887	820.ERS852554_01304
BU_ATCC8492_00576	A7V888	820.ERS852554_01305
BU_ATCC8492_00577	A7V889	820.ERS852554_01306
BU_ATCC8492_00578	A7V890	820.ERS852554_01307
BU_ATCC8492_00579	A7V891	820.ERS852554_01308
BU_ATCC8492_00580	A7V892	820.ERS852554_01309
BU_ATCC8492_00581	A7V893	820.ERS852554_01310
BU_ATCC8492_00582		820.ERS852554_01311
BU_ATCC8492_00583	A7V897	820.ERS852554_01312
BU_ATCC8492_00584	A7V898	820.ERS852554_01313
BU_ATCC8492_00585	A7V899	820.ERS852554_01314
BU_ATCC8492_00587	A7V8A0	820.ERS852554_01316
BU_ATCC8492_00588	A7V8A1	820.ERS852554_01317
BU_ATCC8492_00589	A7V8A2	820.ERS852554_01318
BU_ATCC8492_00590	A7V8A3	820.ERS852554_01319
BU_ATCC8492_00591	A7V8A4	820.ERS852554_01320
BU_ATCC8492_00592	A7V8A6	820.ERS852554_01321
BU_ATCC8492_00593	A7V8A8	820.ERS852554_01322
BU_ATCC8492_00594	A7V8A9	820.ERS852554_01323
BU_ATCC8492_00595	A7V8B1	820.ERS852554_01324
BU_ATCC8492_00596	A7V8B3	820.ERS852554_01325
BU_ATCC8492_00597	A7V8B4	820.ERS852554_01326
BU_ATCC8492_00598	A7V8B5	820.ERS852554_01331
BU_ATCC8492_00599	A7V8B6	820.ERS852554_01332
BU_ATCC8492_00600	A7V8B7	820.ERS852554_01333
BU_ATCC8492_00601	A7V8B8	820.ERS852554_01334
BU_ATCC8492_00602	A7V8B9	820.ERS852554_01335
BU_ATCC8492_00603	A7V8C0	820.ERS852554_01336
BU_ATCC8492_00604	A7V8C1	820.ERS852554_01337
BU_ATCC8492_00605	A7V8C2	820.ERS852554_01338
BU_ATCC8492_00606	A7V8C3	820.ERS852554_01339
BU_ATCC8492_00607	A7V8C4	820.ERS852554_02607
BU_ATCC8492_00608	A7V8C5	820.ERS852554_01340
BU_ATCC8492_00609	A7V8C6	820.ERS852554_01341
BU_ATCC8492_00610	A7V8C8	820.ERS852554_01342
BU_ATCC8492_00611	A7V8D0	820.ERS852554_01343
BU_ATCC8492_00612	A7V8D1	820.ERS852554_01344
BU_ATCC8492_00613	A7V8D2	820.ERS852554_01345
BU_ATCC8492_00614	A7V8D3	820.ERS852554_01346
BU_ATCC8492_00615	A7V8D4	820.ERS852554_01347
BU_ATCC8492_00616	A7V8D5	820.ERS852554_01348
BU_ATCC8492_00617	A7V8D6	820.ERS852554_01349
BU_ATCC8492_00618	A7V8D7	820.ERS852554_01350
BU_ATCC8492_00619	A7V8D8	820.ERS852554_01351
BU_ATCC8492_00620	A7V8D9	820.ERS852554_01352
BU_ATCC8492_00621	A7V8E0	820.ERS852554_01353
BU_ATCC8492_00622	A7V8E1	820.ERS852554_01354
BU_ATCC8492_00623	A7V8E4	820.ERS852554_01355
BU_ATCC8492_00624	A7V8E5	820.ERS852554_01356
BU_ATCC8492_00625	A7V8E6	820.ERS852554_01357
BU_ATCC8492_00626	A7V8E7	820.ERS852554_01358
BU_ATCC8492_00627	A7V8E8	820.ERS852554_01359
BU_ATCC8492_00628	A7V8E9	820.ERS852554_01360
BU_ATCC8492_00629	A7V8F0	820.ERS852554_01361
BU_ATCC8492_00630	A7V8F1	820.ERS852554_01362
BU_ATCC8492_00631	A7V8F2	820.ERS852554_01363
BU_ATCC8492_00632	A7V8F3	820.ERS852554_01364
BU_ATCC8492_00633	A7V8F4	820.ERS852554_01365
BU_ATCC8492_00634	A7V8F5	820.ERS852554_01366
BU_ATCC8492_00635	A7V8F6	820.ERS852554_01367
BU_ATCC8492_00636	A7V8F7	820.ERS852554_01368
BU_ATCC8492_00637	A7V8F8	820.ERS852554_01369
BU_ATCC8492_00639	A7V8G2	820.ERS852554_01371
BU_ATCC8492_00640	A7V8G3	820.ERS852554_01372
BU_ATCC8492_00641	A7V8G4	820.ERS852554_01373
BU_ATCC8492_00642	A7V8G5	820.ERS852554_01374
BU_ATCC8492_00643	A7V8G7	820.ERS852554_01376
BU_ATCC8492_00646	A7V8H1	820.ERS852554_01551
BU_ATCC8492_00647	A7V8H2	820.ERS852554_00980
BU_ATCC8492_00649	A7V8H4	820.ERS852554_01431
BU_ATCC8492_00650	A7V8H5	820.ERS852554_02602
BU_ATCC8492_00651	A7V8H6	820.ERS852554_00977
BU_ATCC8492_00653	A7V8I0	820.ERS852554_02095
BU_ATCC8492_00656	A7V8I4	820.ERS852554_01377
BU_ATCC8492_00657	A7V8I5	820.ERS852554_01378
BU_ATCC8492_00658		820.ERS852554_01379
BU_ATCC8492_00659	A7V8I8	820.ERS852554_01380
BU_ATCC8492_00660	A7V8I9	820.ERS852554_01381
BU_ATCC8492_00661	A7V8J0	820.ERS852554_01382
BU_ATCC8492_00662	A7V8J1	820.ERS852554_01383
BU_ATCC8492_00663	A7V8J2	820.ERS852554_01384
BU_ATCC8492_00664	A7V8J3	820.ERS852554_01385
BU_ATCC8492_00665	A7V8J4	820.ERS852554_01386
BU_ATCC8492_00666	A7V8J6	820.ERS852554_01387
BU_ATCC8492_00667	A7V8J7	820.ERS852554_01388
BU_ATCC8492_00668	A7V8J8	820.ERS852554_01389
BU_ATCC8492_00669	A7V8K0	820.ERS852554_01390
BU_ATCC8492_00670	A7V8K1	820.ERS852554_01391
BU_ATCC8492_00671	A7V8K2	820.ERS852554_01392
BU_ATCC8492_00674	A7V8K8	820.ERS852554_01393
BU_ATCC8492_00677	A7V8L1	820.ERS852554_01394
BU_ATCC8492_00678	A7V8L3	820.ERS852554_01395
BU_ATCC8492_00679	A7V8L4	820.ERS852554_01396
BU_ATCC8492_00680	A7V8L5	820.ERS852554_01397
BU_ATCC8492_00681	A7V8L7	820.ERS852554_01398
BU_ATCC8492_00682		820.ERS852554_01399
BU_ATCC8492_00683	A7V8L8	820.ERS852554_01400
BU_ATCC8492_00684	A7V8L9	820.ERS852554_01401
BU_ATCC8492_00685	A7V8M0	820.ERS852554_01402
BU_ATCC8492_00686	A7V8M1	820.ERS852554_03031
BU_ATCC8492_00687	A7V8M2	820.ERS852554_01404
BU_ATCC8492_00688	A7V8M3	820.ERS852554_01405
BU_ATCC8492_00689	A7V8M4	820.ERS852554_01406
BU_ATCC8492_00690	A7V8M5	820.ERS852554_01407
BU_ATCC8492_00691	A7V8M6	820.ERS852554_01416
BU_ATCC8492_00692	A7V8M9	820.ERS852554_01417
BU_ATCC8492_00693	A7V8N0	820.ERS852554_01418
BU_ATCC8492_00694	A7V8N1	820.ERS852554_01419
BU_ATCC8492_00695	A7V8N2	820.ERS852554_01420
BU_ATCC8492_00696	A7V8N3	820.ERS852554_01421
BU_ATCC8492_00697	A7V8N4	820.ERS852554_01422
BU_ATCC8492_00698	A7V8N5	820.ERS852554_01423
BU_ATCC8492_00699	A7V8N7	820.ERS852554_01424
BU_ATCC8492_00700	A7V8N8	820.ERS852554_01425
BU_ATCC8492_00701	A7V8N9	820.ERS852554_01426
BU_ATCC8492_00702	A7V8P1	820.ERS852554_01427
BU_ATCC8492_00703	A7V8P2	820.ERS852554_01428
BU_ATCC8492_00704	A7V8P3	820.ERS852554_01429
BU_ATCC8492_00705	A7V8P4	820.ERS852554_01430
BU_ATCC8492_00706	A7V8P5	820.ERS852554_01431
BU_ATCC8492_00707	A7V8P6	820.ERS852554_01432
BU_ATCC8492_00708	A7V8P7	820.ERS852554_01433
BU_ATCC8492_00709	A7V8P8	820.ERS852554_01435
BU_ATCC8492_00710	A7V8P9	820.ERS852554_01435
BU_ATCC8492_00711	A7V8Q0	820.ERS852554_01434
BU_ATCC8492_00712	A7V8Q1	820.ERS852554_01435
BU_ATCC8492_00713	A7V8Q2	820.ERS852554_01436
BU_ATCC8492_00714	A7V8Q3	820.ERS852554_01437
BU_ATCC8492_00715	A7V8Q5	820.ERS852554_01438
BU_ATCC8492_00717	A7V8Q7	820.ERS852554_01439
BU_ATCC8492_00718	A7V8Q8	820.ERS852554_01440
BU_ATCC8492_00719	A7V8Q9	820.ERS852554_01441
BU_ATCC8492_00724	A7V8R2	820.ERS852554_01444
BU_ATCC8492_00725	A7V8R3	820.ERS852554_01445
BU_ATCC8492_00726	A7V8R5	820.ERS852554_01446
BU_ATCC8492_00727	A7V8R7	820.ERS852554_01447
BU_ATCC8492_00728	A7V8R8	820.ERS852554_01448
BU_ATCC8492_00729	A7V8R9	820.ERS852554_01449
BU_ATCC8492_00730	A7V8S0	820.ERS852554_01450
BU_ATCC8492_00731	A7V8S1	820.ERS852554_01451
BU_ATCC8492_00732	A7V8S2	820.ERS852554_01452
BU_ATCC8492_00733	A7V8S3	820.ERS852554_01453
BU_ATCC8492_00734	A7V8S5	820.ERS852554_01454
BU_ATCC8492_00735	A7V8S6	820.ERS852554_01455
BU_ATCC8492_00736	A7V8S7	820.ERS852554_01456
BU_ATCC8492_00737	A7V8S9	820.ERS852554_01457
BU_ATCC8492_00738	A7V8T0	820.ERS852554_01458
BU_ATCC8492_00739	A7V8T1	820.ERS852554_01459
BU_ATCC8492_00740	A7V8T2	820.ERS852554_01460
BU_ATCC8492_00741	A7V8T3	820.ERS852554_01461
BU_ATCC8492_00742	A7V8T6	820.ERS852554_03158
BU_ATCC8492_00743	A7V8T7	820.ERS852554_01286
BU_ATCC8492_00744	A7V8T8	820.ERS852554_03159
BU_ATCC8492_00745	A7V8T9	820.ERS852554_03160
BU_ATCC8492_00746	A7V8U0	820.ERS852554_02783
BU_ATCC8492_00747	A7V8U1	820.ERS852554_00947
BU_ATCC8492_00749	A7V8U4	820.ERS852554_03487
BU_ATCC8492_00750	A7V8U5	820.ERS852554_00991
BU_ATCC8492_00752	A7V8U7	820.ERS852554_01321
BU_ATCC8492_00753	A7V8U8	820.ERS852554_01321
BU_ATCC8492_00754	A7V8U9	820.ERS852554_01303
BU_ATCC8492_00755	A7V8V0	820.ERS852554_03008
BU_ATCC8492_00758	A7V8V2	820.ERS852554_01479
BU_ATCC8492_00759	A7V8V3	820.ERS852554_01480
BU_ATCC8492_00760	A7V8V6	820.ERS852554_01481
BU_ATCC8492_00761	A7V8V7	820.ERS852554_01482
BU_ATCC8492_00762	A7V8V8	820.ERS852554_01483
BU_ATCC8492_00763	A7V8V9	820.ERS852554_01484
BU_ATCC8492_00764	A7V8W0	820.ERS852554_01485
BU_ATCC8492_00765	A7V8W1	820.ERS852554_01486
BU_ATCC8492_00766	A7V8W2	820.ERS852554_01487
BU_ATCC8492_00767	A7V8W4	820.ERS852554_01488
BU_ATCC8492_00768	A7V8W6	820.ERS852554_01489
BU_ATCC8492_00769	A7V8W7	820.ERS852554_01490
BU_ATCC8492_00770	A7V8W8	820.ERS852554_01491
BU_ATCC8492_00771	A7V8X0	820.ERS852554_01492
BU_ATCC8492_00772	A7V8X1	820.ERS852554_01493
BU_ATCC8492_00773	A7V8X2	820.ERS852554_01494
BU_ATCC8492_00774	A7V8X3	820.ERS852554_01495
BU_ATCC8492_00775	A7V8X5	820.ERS852554_01496
BU_ATCC8492_00776	A7V8X6	820.ERS852554_01497
BU_ATCC8492_00777	A7V8X7	820.ERS852554_01498
BU_ATCC8492_00778	A7V8X9	820.ERS852554_01499
BU_ATCC8492_00779	A7V8Y2	820.ERS852554_01500
BU_ATCC8492_00780	A7V8Y3	820.ERS852554_01501
BU_ATCC8492_00781	A7V8Y4	820.ERS852554_01502
BU_ATCC8492_00782	A7V8Y5	820.ERS852554_01503
BU_ATCC8492_00783	A7V8Y6	820.ERS852554_01504
BU_ATCC8492_00784	A7V8Y7	820.ERS852554_01505
BU_ATCC8492_00785	A7V8Y8	820.ERS852554_01506
BU_ATCC8492_00786	A7V8Y9	820.ERS852554_01507
BU_ATCC8492_00787	A7V8Z0	820.ERS852554_01508
BU_ATCC8492_00788	A7V8Z1	820.ERS852554_01509
BU_ATCC8492_00789	A7V8Z2	820.ERS852554_01510
BU_ATCC8492_00790	A7V8Z3	820.ERS852554_01511
BU_ATCC8492_00791	A7V8Z4	820.ERS852554_01512
BU_ATCC8492_00792	A7V8Z5	820.ERS852554_01513
BU_ATCC8492_00793	A7V8Z6	820.ERS852554_01514
BU_ATCC8492_00794	A7V8Z7	820.ERS852554_01515
BU_ATCC8492_00795	A7V8Z8	820.ERS852554_01516
BU_ATCC8492_00796	A7V8Z9	820.ERS852554_01517
BU_ATCC8492_00797	A7V900	820.ERS852554_01518
BU_ATCC8492_00798	A7V901	820.ERS852554_01519
BU_ATCC8492_00799	A7V902	820.ERS852554_01520
BU_ATCC8492_00800	A7V903	820.ERS852554_01521
BU_ATCC8492_00801	A7V904	820.ERS852554_01522
BU_ATCC8492_00802	A7V905	820.ERS852554_01523
BU_ATCC8492_00803	A7V906	820.ERS852554_01523
BU_ATCC8492_00804	A7V907	820.ERS852554_01524
BU_ATCC8492_00805	A7V909	820.ERS852554_01525
BU_ATCC8492_00808	A7V913	820.ERS852554_01526
BU_ATCC8492_00809	A7V915	820.ERS852554_01527
BU_ATCC8492_00810	A7V916	820.ERS852554_01528
BU_ATCC8492_00811	A7V917	820.ERS852554_01529
BU_ATCC8492_00812	A7V919	820.ERS852554_01821
BU_ATCC8492_00813	A7V920	820.ERS852554_02959
BU_ATCC8492_00814	A7V921	820.ERS852554_01531
BU_ATCC8492_00815	A7V922	820.ERS852554_01532
BU_ATCC8492_00816	A7V923	820.ERS852554_01533
BU_ATCC8492_00817	A7V925	820.ERS852554_01534
BU_ATCC8492_00818	A7V926	820.ERS852554_01535
BU_ATCC8492_00819	A7V927	820.ERS852554_01536
BU_ATCC8492_00820	A7V928	820.ERS852554_01537
BU_ATCC8492_00821	A7V929	820.ERS852554_01538
BU_ATCC8492_00823	A7V931	820.ERS852554_01540
BU_ATCC8492_00826	A7V934	820.ERS852554_01540
BU_ATCC8492_00827	A7V936	820.ERS852554_01540
BU_ATCC8492_00828	A7V937	820.ERS852554_01541
BU_ATCC8492_00829	A7V939	820.ERS852554_01542
BU_ATCC8492_00830	A7V940	820.ERS852554_01543
BU_ATCC8492_00834	A7V948	820.ERS852554_02433
BU_ATCC8492_00835	A7V950	820.ERS852554_01570
BU_ATCC8492_00836	A7V951	820.ERS852554_01571
BU_ATCC8492_00837	A7V954	820.ERS852554_01572
BU_ATCC8492_00838	A7V958	820.ERS852554_01573
BU_ATCC8492_00839	A7V959	820.ERS852554_01574
BU_ATCC8492_00840	A7V960	820.ERS852554_01575
BU_ATCC8492_00841	A7V961	820.ERS852554_01576
BU_ATCC8492_00842	A7V962	820.ERS852554_01577
BU_ATCC8492_00843	A7V963	820.ERS852554_01578
BU_ATCC8492_00844	A7V964	820.ERS852554_01579
BU_ATCC8492_00845	A7V965	820.ERS852554_01580
BU_ATCC8492_00846	A7V966	820.ERS852554_01581
BU_ATCC8492_00847		820.ERS852554_01582
BU_ATCC8492_00848	A7V967	820.ERS852554_01583
BU_ATCC8492_00849	A7V968	820.ERS852554_01584
BU_ATCC8492_00850	A7V969	820.ERS852554_01585
BU_ATCC8492_00851	A7V970	820.ERS852554_01586
BU_ATCC8492_00852	A7V971	820.ERS852554_01587
BU_ATCC8492_00853	A7V972	820.ERS852554_01588
BU_ATCC8492_00854	A7V973	820.ERS852554_01589
BU_ATCC8492_00855	A7V974	820.ERS852554_01590
BU_ATCC8492_00856	A7V975	820.ERS852554_01591
BU_ATCC8492_00857	A7V978	820.ERS852554_01592
BU_ATCC8492_00858	A7V979	820.ERS852554_01593
BU_ATCC8492_00859	A7V980	820.ERS852554_01594
BU_ATCC8492_00860	A7V981	820.ERS852554_01595
BU_ATCC8492_00861	A7V982	820.ERS852554_01596
BU_ATCC8492_00863	A7V985	820.ERS852554_01597
BU_ATCC8492_00864	A7V986	820.ERS852554_01598
BU_ATCC8492_00865	A7V987	820.ERS852554_01599
BU_ATCC8492_00866	A7V988	820.ERS852554_01600
BU_ATCC8492_00867	A7V989	820.ERS852554_01601
BU_ATCC8492_00868	A7V990	820.ERS852554_01602
BU_ATCC8492_00869	A7V991	820.ERS852554_01603
BU_ATCC8492_00870	A7V992	820.ERS852554_01604
BU_ATCC8492_00871	A7V993	820.ERS852554_01605
BU_ATCC8492_00872	A7V994	820.ERS852554_01606
BU_ATCC8492_00873	A7V995	820.ERS852554_01607
BU_ATCC8492_00874	A7V998	820.ERS852554_01608
BU_ATCC8492_00875	A7V999	820.ERS852554_01609
BU_ATCC8492_00876	A7V9A0	820.ERS852554_01610
BU_ATCC8492_00877	A7V9A1	820.ERS852554_01611
BU_ATCC8492_00878	A7V9A2	820.ERS852554_01612
BU_ATCC8492_00879	A7V9A3	820.ERS852554_01613
BU_ATCC8492_00880	A7V9A4	820.ERS852554_01614
BU_ATCC8492_00881	A7V9A5	820.ERS852554_01615
BU_ATCC8492_00882	A7V9A6	820.ERS852554_01616
BU_ATCC8492_00883	A7V9A7	820.ERS852554_01617
BU_ATCC8492_00884	A7V9A8	820.ERS852554_01618
BU_ATCC8492_00885	A7V9A9	820.ERS852554_01619
BU_ATCC8492_00886	A7V9B0	820.ERS852554_01620
BU_ATCC8492_00887	A7V9B1	820.ERS852554_01621
BU_ATCC8492_00888	A7V9B3	820.ERS852554_01622
BU_ATCC8492_00889	A7V9B4	820.ERS852554_01623
BU_ATCC8492_00890	A7V9B5	820.ERS852554_03059
BU_ATCC8492_00891	A7V9B9	820.ERS852554_01626
BU_ATCC8492_00892	A7V9C0	820.ERS852554_01627
BU_ATCC8492_00893	A7V9C1	820.ERS852554_01628
BU_ATCC8492_00894	A7V9C3	820.ERS852554_01629
BU_ATCC8492_00895		820.ERS852554_01630
BU_ATCC8492_00896	A7V9C6	820.ERS852554_01631
BU_ATCC8492_00897	A7V9C7	820.ERS852554_01633
BU_ATCC8492_00898	A7V9C8	820.ERS852554_01634
BU_ATCC8492_00899	A7V9D0	820.ERS852554_01635
BU_ATCC8492_00900	A7V9D1	820.ERS852554_01636
BU_ATCC8492_00902	A7V9D2	820.ERS852554_01638
BU_ATCC8492_00903	A7V9D3	820.ERS852554_01639
BU_ATCC8492_00904	A7V9D4	820.ERS852554_01640
BU_ATCC8492_00905	A7V9D5	820.ERS852554_01641
BU_ATCC8492_00906	A7V9D6	820.ERS852554_01642
BU_ATCC8492_00907	A7V9D7	820.ERS852554_01643
BU_ATCC8492_00908	A7V9D8	820.ERS852554_01644
BU_ATCC8492_00909	A7V9D9	820.ERS852554_01645
BU_ATCC8492_00911	A7V9E1	820.ERS852554_01647
BU_ATCC8492_00912	A7V9E2	820.ERS852554_01647
BU_ATCC8492_00914	A7V9E4	820.ERS852554_01645
BU_ATCC8492_00916	A7UZ18	820.ERS852554_01647
BU_ATCC8492_00918	A7UZ13	820.ERS852554_01649
BU_ATCC8492_00919	A7UZ12	820.ERS852554_01648
BU_ATCC8492_00920	A7UZ11	820.ERS852554_01651
BU_ATCC8492_00921	A7UZ10	820.ERS852554_01651
BU_ATCC8492_00922	A7UZ08	820.ERS852554_01652
BU_ATCC8492_00923	A7UZ07	820.ERS852554_01653
BU_ATCC8492_00924	A7UZ05	820.ERS852554_01654
BU_ATCC8492_00925	A7UZ03	820.ERS852554_01655
BU_ATCC8492_00926	A7UZ02	820.ERS852554_01656
BU_ATCC8492_00927	A7UZ01	820.ERS852554_01657
BU_ATCC8492_00928	A7UZ00	820.ERS852554_01658
BU_ATCC8492_00929	A7UYZ9	820.ERS852554_01659
BU_ATCC8492_00930	A7UYZ8	820.ERS852554_01660
BU_ATCC8492_00931	A7UYZ6	820.ERS852554_01662
BU_ATCC8492_00932	A7UYZ5	820.ERS852554_01663
BU_ATCC8492_00933	A7UYZ4	820.ERS852554_01664
BU_ATCC8492_00934	A7UYZ3	820.ERS852554_01665
BU_ATCC8492_00935	A7UYZ1	820.ERS852554_01666
BU_ATCC8492_00936	A7UYZ0	820.ERS852554_01667
BU_ATCC8492_00937	A7UYY9	820.ERS852554_01668
BU_ATCC8492_00938	A7UYY8	820.ERS852554_01669
BU_ATCC8492_00939	A7UYY7	820.ERS852554_01670
BU_ATCC8492_00940	A7UYY6	820.ERS852554_01671
BU_ATCC8492_00941	A7UYY5	820.ERS852554_01672
BU_ATCC8492_00942	A7UYY4	820.ERS852554_01673
BU_ATCC8492_00943	A7UYY3	820.ERS852554_01674
BU_ATCC8492_00944	A7UYY2	820.ERS852554_01675
BU_ATCC8492_00945	A7UYY0	820.ERS852554_01676
BU_ATCC8492_00946	A7UYX9	820.ERS852554_01677
BU_ATCC8492_00947	A7UYX8	820.ERS852554_01678
BU_ATCC8492_00948	A7UYX7	820.ERS852554_01679
BU_ATCC8492_00949	A7UYX6	820.ERS852554_01680
BU_ATCC8492_00950	A7UYX4	820.ERS852554_01681
BU_ATCC8492_00951	A7UYX2	820.ERS852554_01682
BU_ATCC8492_00952	A7UYX1	820.ERS852554_01683
BU_ATCC8492_00953	A7UYW9	820.ERS852554_01684
BU_ATCC8492_00954	A7UYW8	820.ERS852554_01685
BU_ATCC8492_00955	A7UYW7	820.ERS852554_01686
BU_ATCC8492_00956	A7UYW6	820.ERS852554_01687
BU_ATCC8492_00957	A7UYW5	820.ERS852554_01688
BU_ATCC8492_00958	A7UYW4	820.ERS852554_01689
BU_ATCC8492_00959	A7UYW3	820.ERS852554_01690
BU_ATCC8492_00960	A7UYW2	820.ERS852554_01691
BU_ATCC8492_00961	A7UYW1	820.ERS852554_01692
BU_ATCC8492_00962	A7UYW0	820.ERS852554_01693
BU_ATCC8492_00963	A7UYV8	820.ERS852554_01694
BU_ATCC8492_00964	A7UYV5	820.ERS852554_01695
BU_ATCC8492_00965	A7UYV4	820.ERS852554_01696
BU_ATCC8492_00966	A7UYV3	820.ERS852554_01697
BU_ATCC8492_00967	A7UYV2	820.ERS852554_01698
BU_ATCC8492_00968	A7UYV1	820.ERS852554_01701
BU_ATCC8492_00969	A7UYV0	820.ERS852554_01702
BU_ATCC8492_00970	A7UYU9	820.ERS852554_01703
BU_ATCC8492_00971	A7UYU8	820.ERS852554_01704
BU_ATCC8492_00972	A7UYU7	820.ERS852554_01705
BU_ATCC8492_00973	A7UYU5	820.ERS852554_01706
BU_ATCC8492_00974	A7UYU4	820.ERS852554_01707
BU_ATCC8492_00975	A7UYU3	820.ERS852554_01708
BU_ATCC8492_00976	A7UYU2	820.ERS852554_01709
BU_ATCC8492_00977	A7UYU0	820.ERS852554_01710
BU_ATCC8492_00978	A7UYT9	820.ERS852554_01711
BU_ATCC8492_00979	A7UYT8	820.ERS852554_01807
BU_ATCC8492_00980	A7UXU7	820.ERS852554_03957
BU_ATCC8492_00981	A7UXU6	820.ERS852554_03958
BU_ATCC8492_00982	A7UXU5	820.ERS852554_03959
BU_ATCC8492_00983	A7UXU4	820.ERS852554_03956
BU_ATCC8492_00984	A7UXT9	820.ERS852554_03955
BU_ATCC8492_00985	A7UXU0	820.ERS852554_03954
BU_ATCC8492_00986	A7UXU1	820.ERS852554_03953
BU_ATCC8492_00987	A7UXU2	820.ERS852554_03952
BU_ATCC8492_00988	A7UXU3	820.ERS852554_03951
BU_ATCC8492_00989	A7UXP1	820.ERS852554_03956
BU_ATCC8492_00990	A7UXP2	820.ERS852554_03942
BU_ATCC8492_00991	A7UXP3	820.ERS852554_03943
BU_ATCC8492_00992	A7UXP4	820.ERS852554_03944
BU_ATCC8492_00993	A7UXP5	820.ERS852554_03945
BU_ATCC8492_00994	A7UXP6	820.ERS852554_03946
BU_ATCC8492_00995	A7UXP7	820.ERS852554_03947
BU_ATCC8492_00996	A7UXP8	820.ERS852554_03948
BU_ATCC8492_00997		820.ERS852554_01807
BU_ATCC8492_00998	A7UXY9	820.ERS852554_02806
BU_ATCC8492_00999	A7UXZ0	820.ERS852554_02807
BU_ATCC8492_01000	A7UXZ2	820.ERS852554_02808
BU_ATCC8492_01001	A7UXZ3	820.ERS852554_02809
BU_ATCC8492_01002	A7UXZ4	820.ERS852554_02810
BU_ATCC8492_01003	A7UXZ5	820.ERS852554_02811
BU_ATCC8492_01004	A7UXZ6	820.ERS852554_02812
BU_ATCC8492_01005	A7UXZ7	820.ERS852554_02833
BU_ATCC8492_01006	A7UXZ8	820.ERS852554_02813
BU_ATCC8492_01007	A7UXZ9	820.ERS852554_02813
BU_ATCC8492_01008	A7UY00	820.ERS852554_02814
BU_ATCC8492_01009	A7UY01	820.ERS852554_02815
BU_ATCC8492_01010	A7UY02	820.ERS852554_02816
BU_ATCC8492_01011	A7UY03	820.ERS852554_02817
BU_ATCC8492_01012	A7UY05	820.ERS852554_02818
BU_ATCC8492_01013	A7UY06	820.ERS852554_02819
BU_ATCC8492_01014	A7UY07	820.ERS852554_02820
BU_ATCC8492_01015	A7UY08	820.ERS852554_02821
BU_ATCC8492_01016	A7UY09	820.ERS852554_02822
BU_ATCC8492_01017	A7UY10	820.ERS852554_02823
BU_ATCC8492_01018		820.ERS852554_02824
BU_ATCC8492_01019	A7UY12	820.ERS852554_02826
BU_ATCC8492_01020	A7UY14	820.ERS852554_02827
BU_ATCC8492_01021	A7UY15	820.ERS852554_02828
